id_rest,id_OSM_rest,name,bbox
lon_9.8191407_lat_52.4272417,way/816723677,Varrelheide,"[9.817293231126499, 52.4248700704485, 9.824643660163385, 52.42936342478114]"
lon_8.1719914_lat_50.7599376,way/820231569,Am Borbelholz,"[8.16907015364347, 50.75703229725405, 8.176156421781064, 50.76152693461427]"
lon_7.2526746_lat_52.9419091,way/839676611,Walchum West,"[7.249742590853235, 52.939335162344534, 7.257179868048211, 52.94382812454421]"
lon_13.5128574_lat_52.6185225,way/850411572,Kappgraben Nord,"[13.507548096548536, 52.615147025893144, 13.51493069015407, 52.61964023337669]"
lon_13.5093849_lat_52.6184258,way/850506985,Kappgraben Süd,"[13.50824997270543, 52.61406844358229, 13.51563240130193, 52.618561651814275]"
lon_8.6293369_lat_49.6096602,way/959859681,,"[8.625571348293938, 49.606035024114384, 8.632489304123737, 49.610530557086335]"
lon_9.3211064_lat_54.0687246,way/986207555,,"[9.317888769216516, 54.06782133740454, 9.325526079783895, 54.072313446967506]"
lon_9.323161_lat_54.0686721,way/986207556,Nord-Ostsee-Kanal,"[9.320985169394813, 54.06813096717836, 9.328622534362044, 54.07262307651856]"
lon_8.3300319_lat_53.0714671,way/986308438,Rastplatz Hemmelsberg,"[8.328871769484445, 53.06707280356041, 8.336331433508084, 53.07156566690275]"
lon_8.5494019_lat_49.6964652,way/992004893,Jägersburger Wald,"[8.546181906069219, 49.6951983023406, 8.553112406784635, 49.69969376629088]"
lon_8.5503184_lat_49.6951599,way/992004894,Forsthaus,"[8.548239174989416, 49.692170268369594, 8.55516929423009, 49.69666573441319]"
lon_7.2459984_lat_52.3914582,way/1024211059,Rastplatz Bergler Feld Ost,"[7.24460460097266, 52.38743780607369, 7.251949006638308, 52.39193118812196]"
lon_7.2465958_lat_52.3950579,way/1024211060,Rastplatz Bergler Feld West,"[7.243070829595409, 52.39210190678455, 7.250415805396136, 52.3965952862065]"
lon_8.5358385_lat_49.5561227,way/1075944398,Rennschlag,"[8.52982204213126, 49.55406843116357, 8.536732542095555, 49.558564005336564]"
lon_8.4350744_lat_50.607106,way/1104993376,Park und Rastplatz Am Behlkopf,"[8.431103744122044, 50.60606866341377, 8.438166979898714, 50.61056341954492]"
lon_8.6089092_lat_49.5422193,way/1172007491,,"[8.606961328053691, 49.53880495000331, 8.613869906428539, 49.543300534816716]"
