id_rest,id_OSM_rest,name,bbox
lon_10.4530068_lat_50.4711034,way/224643777,Thüringer Tor,"[10.445794859527908, 50.467629965656855, 10.454246204717276, 50.47302380072682]"
lon_10.5152409_lat_52.0369274,way/224651732,Ziegenberg,"[10.508863276143542, 52.03683837043105, 10.5176071700189, 52.042230752416415]"
lon_13.7777207_lat_53.5210372,way/225419226,Ravensmühle,"[13.774803112732318, 53.518439078700446, 13.783849193592957, 53.523830105877295]"
lon_9.4422125_lat_54.6154292,way/226085142,Jalmer Moor,"[9.437321286276047, 54.614720884831115, 9.446608817076124, 54.62011092355986]"
lon_10.6690769_lat_53.8037285,way/226621458,Auf dem Karkfeld,"[10.667640284812911, 53.80003039600362, 10.67674692523132, 53.80542116783006]"
lon_10.675298_lat_53.8007703,way/226621459,Auf dem Karkfeld,"[10.667011409727005, 53.79818301508982, 10.676117962014088, 53.803573787284144]"
lon_10.9549595_lat_50.9380515,way/239356478,Erfurter Becken - West,"[10.951531810142825, 50.93650553054725, 10.96006799214764, 50.94189892874979]"
lon_8.6561041_lat_53.2118683,way/241240609,Bremer Schweiz,"[8.655512830145527, 53.208995951836755, 8.664493625833286, 53.21438726011947]"
lon_9.8969787_lat_52.4106715,way/241492234,Altwarmbüchener Moor,"[9.895645204339381, 52.408122350760934, 9.904462385016089, 52.41351439129156]"
lon_9.7695186_lat_54.2841989,way/241996816,Ohe Ost,"[9.769304866223283, 54.28048021261757, 9.778517139682094, 54.28587055108016]"
lon_11.3570959_lat_50.9374444,way/243445899,Habichtsfang,"[11.353514927446088, 50.93413861895781, 11.362050699860635, 50.93953201923815]"
lon_11.0708191_lat_50.9099067,way/244665458,Willroder Forst,"[11.067116851434488, 50.905811218204356, 11.075647689054634, 50.911204643541986]"
lon_11.070887_lat_50.9105953,way/244665463,Willroder Forst,"[11.067670322516374, 50.910135562162296, 11.0762013251157, 50.91552898666149]"
lon_10.8080134_lat_50.8782277,way/244665581,Drei Gleichen,"[10.806089631733725, 50.87303758561393, 10.814614563184636, 50.87843104099866]"
lon_10.1726923_lat_51.0086765,way/244666444,Burgberg,"[10.168945668763165, 51.005749122762786, 10.177494542737453, 51.01114245672897]"
lon_9.8774063_lat_50.9046737,way/244667547,Seulingswald,"[9.874412597963733, 50.90290761365476, 9.882942663015957, 50.908301042919184]"
lon_9.0527584_lat_52.2180625,way/244805250,Bruchwiese,"[9.046566044138913, 52.21406809284477, 9.055345125741034, 52.219460309813186]"
lon_9.423032_lat_52.3476048,way/244808059,Bad Nenndorf,"[9.4204266492874, 52.34397621182464, 9.429231135279394, 52.34936831088922]"
lon_9.4208246_lat_52.3458992,way/244808062,Bückethaler Knick,"[9.418267503737273, 52.345067453047356, 9.427072364261939, 52.35045955038136]"
lon_8.2630337_lat_53.1820056,way/244871735,Bornhorster Wiesen Ost,"[8.25984982468065, 53.178499546373764, 8.26882453361559, 53.18389088117927]"
lon_8.2596852_lat_53.1852074,way/244871736,Bornhorster Wiesen West,"[8.254975082175633, 53.18222204216762, 8.2639501566447, 53.187613375378795]"
lon_11.0100226_lat_50.8366037,way/245167702,Dornheimer Rieth,"[11.00372218401541, 50.834560851387536, 11.012239822615664, 50.839954343960635]"
lon_10.5316238_lat_50.5995636,way/245169771,Dolmar,"[10.527390336598042, 50.59903379285915, 10.535865015564859, 50.60442750645685]"
lon_11.7205665_lat_51.7087958,way/245173175,Saaleaue,"[11.716808779667348, 51.7073892425846, 11.725489177065631, 51.7127819274597]"
lon_11.7174498_lat_51.7113852,way/245173181,Saaleaue,"[11.716112881958653, 51.707510881990416, 11.724793385282814, 51.71290356635467]"
